WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio
"LINESTRING (139.6437606 35.4461923,139.6437408 35.4461134)",116,40,80,8.955,7,0,25.5,1,,0,,,2,0,0,1,0,,0,0,0,,3.5,3.5,1,0,0,0
"LINESTRING (139.6437606 35.4461923,139.6438771 35.4461327,139.6445165 35.4457843,139.6445844 35.4457484)",117,40,188,89.478,4.5,4.5,23.5,1,,0,,,1,0,0,0,0,,0,0.003352779,-0.0034,50,3.5,3.8,0,0,1,0.191489361702128
"LINESTRING (139.6441887 35.4467556,139.6438034 35.4462624,139.6437606 35.4461923)",118,40,262,73.712,5.5,5.5,25,1,37,35,33,2,2,0,0,0,0,,0.714285714,-0.004069894,0.0041,40,3.5,3.2,0,0,1,0.22
"LINESTRING (139.6426812 35.4468273,139.6428137 35.4467249,139.6433006 35.4464422,139.6436438 35.4462565,139.6437606 35.4461923)",119,40,49,120.792,4.5,4.5,23.5,1,,0,,,1,0,0,0,0,,0,-0.000827869,0.0008,,3.5,3.4,0,0,1,0.191489361702128
"LINESTRING (139.6436821 35.4461415,139.6437606 35.4461923)",120,40,717,9.082,7,0,25.5,1,0,0,0,0,2,0,0,1,0,,0,0,0,,3.5,3.5,1,0,0,0
"LINESTRING (139.6401358 35.4454486,139.6400763 35.4454783)",121,41,42,6.321,7.5,0,20,1,0,0,0,0,2,0,0,1,0,,0,0.015820282,-0.0158,40,0.7,0.8,1,0,0,0
"LINESTRING (139.6400763 35.4454783,139.6401422 35.4455734)",122,41,69,12.143,4.5,4.5,22.5,1,38,22.66666667,30,2,2,0,0,0,0,,0.992647059,0.016470394,-0.0165,50,0.7,0.9,0,0,1,0.2
"LINESTRING (139.6412037 35.4449174,139.6410681 35.4449862,139.640217 35.4454078,139.6401358 35.4454486)",123,42,43,113.346,7.5,7.5,20,1,30,30,30,1,2,0,0,0,0,,0.666666667,0.001764509,-0.0018,40,0.8,1,0,0,1,0.375
"LINESTRING (139.6401358 35.4454486,139.6400576 35.4453506,139.639087 35.4441334,139.6390243 35.444061)",124,42,708,184.248,4.5,4.5,22.5,1,38,30.15,22.3,1,2,0,0,0,0,,0.746268657,0,0,50,0.8,0.8,0,0,1,0.2
"LINESTRING (139.6422759 35.4443708,139.6421938 35.4444141,139.6418731 35.4445771,139.6413479 35.4448439,139.6412037 35.4449174)",125,43,716,114.579,7.5,7.5,20,1,,0,,,2,0,0,0,0,,0,0,0,40,1,1,0,0,1,0.375
"LINESTRING (139.6414521 35.4452365,139.6412654 35.4449967,139.6412037 35.4449174)",126,43,45,42.016,12.5,12.5,35,1,30,22.33333333,15,2,2,0,0,0,0,,1.567164179,0.007140137,-0.0071,60,1,1.3,0,0,1,0.357142857142857
"LINESTRING (139.6422759 35.4443708,139.6423429 35.4443346)",127,44,716,7.283,7.5,0,20,1,,0,,,2,0,0,1,0,,0,-0.013730606,0.0137,40,1.1,1,1,0,0,0
"LINESTRING (139.6423429 35.4443346,139.6422595 35.4442322,139.6421279 35.444065)",128,44,179,35.751,7,7,25.5,1,26,13.66666667,7,1,2,0,0,0,0,,1.865853659,0.002797125,-0.0028,50,1.1,1.2,0,0,1,0.274509803921569
"LINESTRING (139.6424254 35.4444345,139.6424017 35.4444063,139.6423429 35.4443346)",129,44,278,13.388,7,7,25.5,1,,0,,,2,0,0,0,0,,0,-0.007469376,0.0075,50,1.1,1,0,0,1,0.274509803921569
"LINESTRING (139.6417042 35.4455603,139.6414521 35.4452365)",130,45,46,42.637,12.5,12.5,35,1,41,25,10,2,2,0,0,0,0,,1.4,0.016417665,-0.0164,60,1.3,2,0,0,1,0.357142857142857
"LINESTRING (139.6427875 35.444994,139.6427279 35.445018,139.6418306 35.445495,139.6417042 35.4455603)",131,46,715,116.639,4.5,4.5,13.5,1,,0,,,1,0,0,0,0,,0,0,0,,2,2,0,0,1,0.333333333333333
"LINESTRING (139.6419542 35.4458814,139.64176 35.445632,139.6417042 35.4455603)",132,46,47,42.281,12.5,12.5,35,1,30,20,10,2,2,0,0,0,0,,1.75,0.0165559,-0.0166,,2,2.7,0,0,1,0.357142857142857
"LINESTRING (139.6419542 35.4458814,139.6418181 35.4459571,139.641564 35.4460827,139.6414346 35.4461897,139.641132 35.4463441,139.6409923 35.4464154,139.6409251 35.4464478)",133,47,50,112.905,5.5,5.5,20,1,,0,,,2,0,0,0,0,,0,-0.0008857,0.0009,,2.7,2.6,0,0,1,0.275
"LINESTRING (139.6421537 35.4461377,139.6421276 35.4461041,139.6419542 35.4458814)",134,47,48,33.746,12.5,12.5,35,1,54,35,17,2,2,0,0,0,0,,1,0.008889943,-0.0089,,2.7,3,0,0,1,0.357142857142857
"LINESTRING (139.6432309 35.4455708,139.6431741 35.4455995,139.6422822 35.44607,139.6421537 35.4461377)",135,48,714,116.171,5,5,20,1,,0,,,1,0,0,0,0,,0,0.0025824,-0.0026,,3,3.3,0,0,1,0.25
"LINESTRING (139.6426368 35.4467583,139.6425648 35.4466658,139.642339 35.4463757,139.6422085 35.4462081,139.6421537 35.4461377)",136,48,79,81.713,12.5,12.5,35,1,56,46,43,2,2,0,0,0,0,,0.760869565,0.004895182,-0.0049,,3,3.4,0,0,1,0.357142857142857
"LINESTRING (139.6426368 35.4467583,139.6426812 35.4468273)",137,49,79,8.663,12.5,0,35,1,0,0,0,0,2,0,0,1,0,,0,0,0,,3.4,3.4,1,0,0,0
"LINESTRING (139.6416844 35.4474178,139.6417629 35.4473768,139.642307 35.4470468,139.6425388 35.4469123,139.6426812 35.4468273)",138,49,655,111.664,4.5,4.5,23.5,1,43,31.33333333,22,2,1,0,0,0,0,,0.75,0,0,,3.4,3.4,0,0,1,0.191489361702128
"LINESTRING (139.6408424 35.4464846,139.6409251 35.4464478)",139,50,51,8.536,4,0,13,1,0,0,0,0,2,0,0,1,0,,0,0.023430178,-0.0234,,2.6,2.8,1,0,0,0
"LINESTRING (139.6412569 35.446874,139.6409601 35.4464933,139.6409251 35.4464478)",140,50,125,56.119,4.5,4.5,22.5,1,53,40.5,27,2,2,0,0,0,0,,0.555555556,0.010691566,-0.0107,50,2.6,3.2,0,0,1,0.2
"LINESTRING (139.6408424 35.4464846,139.6408839 35.4465347,139.6411739 35.446914)",141,51,124,56.409,4.5,4.5,22.5,1,54,40.5,27,2,2,0,0,0,0,,0.555555556,0.007091067,-0.0071,50,2.8,3.2,0,0,1,0.2
"LINESTRING (139.6405095 35.4460537,139.6407984 35.4464297,139.6408424 35.4464846)",142,51,68,56.616,5,5,22.5,1,31,16.33333333,6,2,2,0,0,0,0,,1.37755102,-0.019429137,0.0194,50,2.8,1.7,0,0,1,0.222222222222222
"LINESTRING (139.6397765 35.4470209,139.6398282 35.4469952,139.6407847 35.4465113,139.6408424 35.4464846)",143,51,128,113.49,4,4,13,1,,0,,,2,0,0,0,0,,0,0.002643405,-0.0026,,2.8,3.1,0,0,1,0.307692307692308
"LINESTRING (139.644117 35.4451458,139.6433785 35.4455414,139.6433202 35.4455719)",144,52,189,86.341,3.5,3.5,10.5,1,,0,,,1,0,0,0,0,,0,0.005790992,-0.0058,,3.3,3.8,0,0,1,0.333333333333333
"LINESTRING (139.6437408 35.4461134,139.6436744 35.446038,139.6433202 35.4455719)",145,52,80,71.275,7,7,25.5,1,34,26,22,2,2,0,0,0,0,,0.980769231,0.002806033,-0.0028,50,3.3,3.5,0,0,1,0.274509803921569
"LINESTRING (139.6454658 35.4389895,139.6455814 35.4390592,139.6456975 35.4391391,139.6457479 35.439163)",146,53,613,32.08,2,2,7,1,,0,,,1,0,0,0,0,,0,-0.009351621,0.0094,,3.7,3.4,0,0,1,0.285714285714286
"LINESTRING (139.6452295 35.4392632,139.6454217 35.4390495,139.6454658 35.4389895)",147,53,146,37.235,5.5,5.5,20,1,,0,,,1,0,0,0,0,,0,0.026856452,-0.0269,30,3.7,4.7,0,0,1,0.275
"LINESTRING (139.6455515 35.4386586,139.6454886 35.4389234,139.6454658 35.4389895)",148,53,54,37.626,5.5,5.5,20,1,,0,,,1,0,0,0,0,,0,0.005315473,-0.0053,30,3.7,3.9,0,0,1,0.275
"LINESTRING (139.6454658 35.4389895,139.6453533 35.4389386,139.6451689 35.4388783)",149,53,564,29.659,3,3,9,1,,0,,,0,0,0,0,0,,0,-0.026973263,0.027,,3.7,2.9,0,0,0,0.333333333333333
"LINESTRING (139.6455515 35.4386586,139.6453431 35.4385792)",150,54,557,20.842,0,0,4,0,,0,,,0,0,0,0,0,,0,-0.02399002,0.024,,3.9,3.4,0,0,0,0
"LINESTRING (139.6456036 35.4382966,139.6455989 35.4383841,139.6455954 35.4384139,139.6455578 35.4386173,139.6455515 35.4386586)",151,54,147,40.568,5.5,5.5,20,1,,0,,,1,0,0,0,0,,0,0.007394991,-0.0074,30,3.9,4.2,0,0,1,0.275
"LINESTRING (139.6302313 35.4459491,139.6301094 35.4458921)",152,55,56,12.732,3,3,13,1,,0,,,1,0,0,0,0,,0,0,0,,3.1,3.1,0,0,1,0.230769230769231
"LINESTRING (139.6301094 35.4458921,139.6299622 35.4457895,139.6297635 35.4456694,139.6294037 35.4454464,139.6292027 35.4453152)",153,55,344,104.247,3,3,13,1,32,16.66666667,7,2,1,0,0,0,0,,0.78,-0.00191852,0.0019,,3.1,2.9,0,0,1,0.230769230769231
"LINESTRING (139.6288307 35.4456493,139.6288667 35.4456678,139.6290361 35.4457362,139.6292217 35.445787,139.6294429 35.4458194,139.6296964 35.4458566,139.6298954 35.4458833,139.6301094 35.4458921)",154,55,342,120.091,3,3,9.5,1,26,14,10,1,2,0,0,0,0,1,0.678571429,-0.001665404,0.0017,,3.1,2.9,0,0,1,0.31578947368421
"LINESTRING (139.6302313 35.4459491,139.630562 35.4456294)",155,56,324,46.488,4.5,4.5,11.5,1,,0,,,1,0,0,0,1,,0,-0.019359835,0.0194,,3.1,2.2,0,0,1,0.391304347826087
"LINESTRING (139.6308153 35.4463231,139.6307423 35.4462559,139.630527 35.4460946,139.6302313 35.4459491)",156,56,328,67.768,3,3,9.5,1,,0,,,2,0,0,0,0,1,0,-0.017707473,0.0177,,3.1,1.9,0,0,1,0.31578947368421
"LINESTRING (139.6300235 35.4462729,139.6302313 35.4459491)",157,56,245,40.629,1.5,1.5,4.5,1,,0,,,0,1,0,0,0,,0,0.004922592,-0.0049,,3.1,3.3,0,0,0,0.333333333333333
"LINESTRING (139.6308898 35.4470666,139.6313313 35.4468464)",158,57,228,46.893,2,2,6.5,1,0,0,0,0,0,1,0,0,0,,0,0.002132514,-0.0021,30,3,3.1,0,0,0,0.307692307692308
"LINESTRING (139.631444 35.4467875,139.6313313 35.4468464)",159,57,339,12.129,4,4,16.5,1,48,30,12,2,1,0,0,0,0,,0.55,-0.049468217,0.0495,30,3,2.4,0,0,1,0.242424242424242
"LINESTRING (139.6308153 35.4463231,139.6308844 35.4463867,139.631148 35.4466804,139.6313313 35.4468464)",160,57,328,74.728,3,3,9.5,1,,0,,,2,0,0,0,0,1,0,-0.014720051,0.0147,,3,1.9,0,0,1,0.31578947368421
"LINESTRING (139.6320082 35.4474081,139.6319737 35.4473872,139.6317431 35.4472182,139.6315727 35.447082,139.6313313 35.4468464)",161,57,692,87.743,3,3,9.5,1,,0,,,2,0,0,0,0,1,0,0.001139692,-0.0011,,3,3.1,0,0,1,0.31578947368421
"LINESTRING (139.6292185 35.4476689,139.6288542 35.4478066,139.6287384 35.4478487)",162,58,255,47.866,4,4,15.5,1,31,14.83333333,6,2,1,0,0,0,0,,1.04494382,-0.014624159,0.0146,30,5.2,4.5,0,0,1,0.258064516129032
"LINESTRING (139.6285183 35.4475221,139.6286885 35.4477749,139.6287384 35.4478487)",163,58,541,41.43,5.7,5.7,19.2,1,30,17,11,2,1,0,0,0,0,,1.129411765,-0.00724113,0.0072,50,5.2,4.9,0,0,1,0.296875
"LINESTRING (139.629081 35.4483412,139.6288001 35.4479374,139.6287384 35.4478487)",164,58,510,62.946,5.7,5.7,19.2,1,30,25.2,18,2,1,0,0,0,0,,0.761904762,-0.00476599,0.0048,50,5.2,4.9,0,0,1,0.296875
"LINESTRING (139.6314917 35.4421976,139.6314216 35.442267)",165,59,635,9.994,5.5,0,26,1,,0,,,1,0,0,0,0,,0,0.010006004,-0.01,,1.1,1.2,1,0,0,0
"LINESTRING (139.6310136 35.4426388,139.6313374 35.4423437,139.6314216 35.442267)",166,59,230,55.455,5.5,5.5,26,1,,0,,,1,0,0,1,0,,0,0.001803264,-0.0018,50,1.1,1.2,0,0,1,0.211538461538462
"LINESTRING (139.6314216 35.442267,139.6315263 35.4423493,139.6319999 35.4427217,139.6320527 35.4427632)",167,59,341,79.453,5.5,5.5,24.5,1,,0,,,1,0,0,0,0,,0,0.001258606,-0.0013,50,1.1,1.2,0,0,1,0.224489795918367
"LINESTRING (139.6307225 35.4417888,139.630789 35.4418343,139.6312795 35.4421698,139.6314216 35.442267)",168,59,378,82.695,5.5,5.5,24.5,1,,0,,,1,0,0,0,0,,0,-0.001209263,0.0012,50,1.1,1,0,0,1,0.224489795918367
"LINESTRING (139.6305965 35.4499837,139.6304797 35.4499247)",169,60,142,12.449,8,0,25,1,0,0,0,0,0,0,0,1,0,,0,0,0,50,3.2,3.2,1,0,0,0
"LINESTRING (139.6304797 35.4499247,139.6302379 35.4502349)",170,60,528,40.859,5.5,5.5,28.5,1,,0,,,1,0,0,0,0,,0,-0.004894882,0.0049,50,3.2,3,0,0,1,0.192982456140351
"LINESTRING (139.6301659 35.4497664,139.6302765 35.449823,139.6303844 35.4498799,139.6304797 35.4499247)",171,60,539,33.441,5.7,5.7,19.2,1,30,13,5,1,1,0,0,0,0,,1.476923077,-0.011961365,0.012,50,3.2,2.8,0,0,1,0.296875
"LINESTRING (139.630792 35.4495195,139.6305619 35.4498193,139.6304797 35.4499247)",172,60,254,53.201,5.5,5.5,28.5,1,39,33,30,2,1,0,0,0,0,,0.863636364,-0.00939832,0.0094,50,3.2,2.7,0,0,1,0.192982456140351
"LINESTRING (139.6302061 35.4433397,139.6302858 35.4433991,139.6308671 35.4438328)",173,61,340,81.19,4.5,4.5,12,1,,0,,,1,0,0,0,0,,0,0.002463358,-0.0025,,1.4,1.6,0,0,1,0.375
"LINESTRING (139.6298277 35.4436673,139.630153 35.4433857,139.6302061 35.4433397)",174,61,65,50.021,5.5,5.5,26,1,,0,,,1,0,0,0,0,,0,0.005997481,-0.006,50,1.4,1.7,0,0,1,0.211538461538462
"LINESTRING (139.6310136 35.4426388,139.6307426 35.4428826,139.6307129 35.4429093,139.6306828 35.442935,139.6305033 35.4430872,139.6302631 35.4432913,139.6302061 35.4433397)",175,61,230,106.899,5.5,5.5,26,1,,0,,,1,0,0,0,0,,0,-0.001870925,0.0019,50,1.4,1.2,0,0,1,0.211538461538462
"LINESTRING (139.6296011 35.4428998,139.6301189 35.4432763,139.6302061 35.4433397)",176,61,426,73.461,4.5,4.5,12,1,,0,,,1,0,0,0,0,,0,0.001361267,-0.0014,,1.4,1.5,0,0,1,0.375
"LINESTRING (139.6298389 35.4411261,139.6297895 35.4411926)",177,62,651,8.643,5,0,12.5,1,,0,,,1,0,0,1,0,,0,0,0,30,1.1,1.1,1,0,0,0
"LINESTRING (139.6297895 35.4411926,139.6297435 35.4412616,139.6295403 35.4415699)",178,62,231,47.642,5,5,12.5,1,,0,,,1,0,0,0,0,,0,0.004197977,-0.0042,,1.1,1.3,0,0,1,0.4
"LINESTRING (139.6297895 35.4411926,139.6298478 35.4412308,139.6306567 35.4417468,139.6307225 35.4417888)",179,62,378,107.421,5.5,5.5,24.5,1,,0,,,1,0,0,0,0,,0,-0.000930917,0.0009,50,1.1,1,0,0,1,0.224489795918367
"LINESTRING (139.6293296 35.4408859,139.6293931 35.4409283,139.6297394 35.4411592,139.6297895 35.4411926)",180,62,420,53.842,5.5,5.5,24.5,1,,0,,,1,0,0,0,0,,0,0,0,50,1.1,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6289288 35.4424345,139.6286428 35.4428105)",181,63,64,49.186,5,5,12.5,1,,0,,,1,0,0,0,0,,0,0.010165494,-0.0102,,1.4,1.9,0,0,1,0.4
"LINESTRING (139.6289288 35.4424345,139.6292662 35.442668,139.6296011 35.4428998)",182,63,426,79.913,4.5,4.5,12,1,,0,,,1,0,0,0,0,,0,0.001251361,-0.0013,,1.4,1.5,0,0,1,0.375
"LINESTRING (139.6295403 35.4415699,139.6293107 35.4418964,139.6289288 35.4424345)",183,63,231,110.957,5,5,12.5,1,,0,,,1,0,0,0,0,,0,-0.00090125,0.0009,,1.4,1.3,0,0,1,0.4
"LINESTRING (139.6285064 35.4421182,139.6289288 35.4424345)",184,63,446,51.974,4.5,4.5,12,1,,0,,,1,0,0,0,0,,0,0.005772117,-0.0058,,1.4,1.7,0,0,1,0.375
"LINESTRING (139.6286428 35.4428105,139.6292316 35.443223)",185,64,421,70.349,0,0,6,0,,0,,,0,0,0,0,0,,0,-0.001421484,0.0014,,1.9,1.8,0,0,0,0
"LINESTRING (139.6293935 35.4440463,139.6294453 35.4440011,139.6298277 35.4436673)",186,65,171,57.647,5.5,5.5,26,1,,0,,,1,0,0,0,0,,0,0.006938783,-0.0069,50,1.7,2.1,0,0,1,0.211538461538462
"LINESTRING (139.6292316 35.443223,139.6297468 35.443607,139.6298277 35.4436673)",187,65,421,73.19,0,0,6,0,,0,,,0,0,0,0,0,,0,0.001366307,-0.0014,,1.7,1.8,0,0,0,0
"LINESTRING (139.633487 35.448858,139.6336591 35.4492264)",188,66,104,43.83,5,5,16.5,1,38,38,38,1,1,0,0,0,0,1,0.434210526,-0.004563085,0.0046,,2.1,1.9,0,0,1,0.303030303030303
"LINESTRING (139.6337917 35.44962,139.6336591 35.4492264)",189,66,103,45.385,5,5,16.5,1,38,37.5,37,1,1,0,0,0,0,1,0.44,0.024237083,-0.0242,,2.1,3.2,0,0,1,0.303030303030303
"LINESTRING (139.6362381 35.4482943,139.6361875 35.4483251,139.6358006 35.4485345)",190,67,288,47.799,7.5,7.5,19,1,31,24.5,5,2,2,0,0,0,0,,0.775510204,-0.002092094,0.0021,,2.1,2,0,0,1,0.394736842105263
"LINESTRING (139.6405095 35.4460537,139.6404518 35.4460856,139.6395214 35.4465664,139.6394676 35.4465945)",191,68,114,111.914,7.5,7.5,19,1,,0,,,2,0,0,0,0,,0,0.004467716,-0.0045,,1.7,2.2,0,0,1,0.394736842105263
"LINESTRING (139.6403138 35.4458063,139.6405095 35.4460537)",192,68,293,32.727,4.5,4.5,22.5,1,9,7.5,6,2,2,0,0,0,0,,3,-0.015277905,0.0153,50,1.7,1.2,0,0,1,0.2
"LINESTRING (139.6401422 35.4455734,139.6401704 35.4456148,139.6403138 35.4458063)",193,69,293,30.208,4.5,4.5,22.5,1,30,22.25,13,2,2,0,0,0,0,,1.011235955,0.009931144,-0.0099,50,0.9,1.2,0,0,1,0.2
"LINESTRING (139.6390996 35.4461509,139.6391485 35.4461294,139.6400793 35.4456082,139.6401422 35.4455734)",194,69,113,114.237,2,2,9.5,1,38,19.75,10,2,0,0,0,0,0,,0.481012658,0.001750746,-0.0018,,0.9,1.1,0,0,0,0.210526315789474
"LINESTRING (139.6361269 35.4446182,139.6359771 35.4444558,139.6359325 35.444408)",195,70,725,29.265,5.5,5.5,17,1,63,29,7,2,2,0,0,0,0,,0.586206897,-0.020502307,0.0205,,2,1.4,0,0,1,0.323529411764706
"LINESTRING (139.636701 35.4438147,139.6365835 35.4438921,139.6365323 35.4439258,139.6363993 35.4440191,139.6361881 35.4441806,139.6360562 35.4442935,139.6359325 35.444408)",196,70,138,96.082,5,5,15.5,1,42,23.66666667,7,2,0,0,0,0,0,,0.654929577,-0.012489332,0.0125,,2,0.8,0,0,0,0.32258064516129
"LINESTRING (139.6352138 35.4450583,139.6352614 35.4450159,139.6355384 35.4447707,139.6358732 35.44447,139.6358944 35.4444509,139.6359325 35.444408)",197,70,642,97.336,5,5,17,1,63,32.5,7,2,0,0,0,0,0,,0.523076923,-0.006164215,0.0062,,2,1.4,0,0,0,0.294117647058823
"LINESTRING (139.6365325 35.4450461,139.6366861 35.4452118,139.6367375 35.4452682)",198,71,306,30.9,3.5,3.5,13,1,30,30,30,2,2,0,0,0,0,,0.433333333,-0.009708738,0.0097,,1.2,0.9,0,0,1,0.269230769230769
"LINESTRING (139.6367375 35.4452682,139.6359994 35.4456693,139.635873 35.4457381)",199,71,645,94.144,6,6,33,1,31,30,29,2,2,0,0,0,0,,1.1,-0.001062203,0.0011,30,1.2,1.1,0,0,1,0.181818181818182
"LINESTRING (139.6375769 35.4448046,139.6367375 35.4452682)",200,71,310,91.866,6,6,33,1,30,30,30,2,2,0,0,0,0,,1.1,-0.004354168,0.0044,30,1.2,0.8,0,0,1,0.181818181818182
"LINESTRING (139.6367893 35.4453217,139.6367375 35.4452682)",201,71,652,7.577,3.5,0,13,1,0,0,0,0,2,0,0,1,0,,0,0,0,,1.2,1.2,1,0,0,0
"LINESTRING (139.6371917 35.4457669,139.6382104 35.4452017,139.6382499 35.4451782)",202,72,109,116.08,3.5,3.5,12,1,31,25,5,2,0,0,0,0,0,,0.48,-0.004307374,0.0043,,1.4,0.9,0,0,0,0.291666666666667
"LINESTRING (139.6362462 35.4462925,139.6363543 35.4462304,139.6371917 35.4457669)",203,72,108,103.691,3.5,3.5,12,1,31,25,10,2,0,0,0,0,0,,0.48,-0.003857615,0.0039,,1.4,1,0,0,0,0.291666666666667
"LINESTRING (139.637392 35.445988,139.6371917 35.4457669)",204,72,300,30.556,4,4,12.5,1,,0,,,2,0,0,0,0,,0,-0.00327268,0.0033,,1.4,1.3,0,0,1,0.32
"LINESTRING (139.6383772 35.4471624,139.6383475 35.4471104,139.6382267 35.4469414)",205,73,292,28.123,5.5,5.5,17,1,30,26.5,23,2,2,0,0,0,0,,0.641509434,0.024890659,-0.0249,,1.4,2.1,0,0,1,0.323529411764706
"LINESTRING (139.6394676 35.4465945,139.6394139 35.4466232,139.6383772 35.4471624)",206,73,114,117.235,7.5,7.5,19,1,,0,,,2,0,0,0,0,,0,0.006823901,-0.0068,,1.4,2.2,0,0,1,0.394736842105263
"LINESTRING (139.638683 35.4475826,139.6385531 35.4474108,139.6384074 35.4472148,139.6383772 35.4471624)",207,73,127,54.353,5.5,5.5,17,1,68,25.25,10,,2,0,0,0,0,,0.673267327,0.022077898,-0.0221,,1.4,2.6,0,0,1,0.323529411764706
"LINESTRING (139.6394192 35.4485805,139.6393679 35.4485144)",208,74,76,8.696,5.5,0,17,1,,0,,,2,0,0,1,0,,0,0,0,,2.5,2.5,1,0,0,0
"LINESTRING (139.6394192 35.4485805,139.639491 35.4485462,139.6404328 35.4480601,139.6404997 35.4480275)",209,74,116,115.596,5,5,25.4,0,,0,,,0,0,0,0,0,,0,0.004325409,-0.0043,,2.5,3,0,0,0,0.196850393700787
"LINESTRING (139.6396606 35.4489136,139.6394564 35.4486307,139.6394192 35.4485805)",210,74,84,43.012,5.5,5.5,17,1,,0,,,2,0,0,0,0,,0,0.004649865,-0.0046,,2.5,2.7,0,0,1,0.323529411764706
"LINESTRING (139.6391736 35.450178,139.6392386 35.4501469,139.6401671 35.449704,139.6402302 35.449674)",211,75,94,110.909,7,7,24.5,1,32,28.25,21,2,0,0,0,0,0,,0.867256637,0,0,40,2.5,2.5,0,0,0,0.285714285714286
"LINESTRING (139.6413195 35.4491516,139.6412454 35.4491869,139.6407383 35.4494302,139.640682 35.4494572,139.6403085 35.4496364,139.6402302 35.449674)",212,75,117,114.5,7,7,24.5,1,39,39,39,1,0,0,0,0,0,,0.628205128,0.000873362,-0.0009,40,2.5,2.6,0,0,0,0.285714285714286
"LINESTRING (139.6402302 35.449674,139.6401741 35.4495988,139.640072 35.4494666,139.6400379 35.4494167)",213,75,81,33.502,5.5,5.5,17,1,29,20.5,12,2,2,0,0,0,0,,0.829268293,0.029848964,-0.0298,,2.5,3.5,0,0,1,0.323529411764706
"LINESTRING (139.6393679 35.4485144,139.6393291 35.4484627,139.639056 35.4480887,139.6390274 35.4480331)",214,76,122,61.83,5.5,5.5,17,1,38,21.33333333,7,2,2,0,0,0,0,,0.796875,0.006469351,-0.0065,,2.5,2.9,0,0,1,0.323529411764706
"LINESTRING (139.6404587 35.4479659,139.6403902 35.4480014,139.6402509 35.4480724,139.6394399 35.4484783,139.6393679 35.4485144)",215,76,115,116.118,5,5,25.4,0,46,25.25,17,2,0,0,0,0,0,,1.005940594,0.004305965,-0.0043,,2.5,3,0,0,0,0.196850393700787
"LINESTRING (139.6415573 35.4473987,139.6414714 35.4474479,139.6405173 35.4479366,139.6404587 35.4479659)",216,77,115,117.831,5,5,25.4,0,,0,,,0,0,0,0,0,,0,-0.003394692,0.0034,,3.4,3,0,0,0,0.196850393700787
"LINESTRING (139.6416345 35.4473544,139.6415573 35.4473987)",217,77,78,8.554,5.5,0,17,1,,0,,,2,0,0,0,0,,0,0,0,,3.4,3.4,1,0,0,0
"LINESTRING (139.6411739 35.446914,139.6415028 35.4473307,139.6415573 35.4473987)",218,77,124,64.117,4.5,4.5,22.5,1,29,21.66666667,17,2,2,0,0,0,0,,1.038461538,-0.003119298,0.0031,50,3.4,3.2,0,0,1,0.2
"LINESTRING (139.6416345 35.4473544,139.6415827 35.4472882,139.6412569 35.446874)",219,78,125,63.43,4.5,4.5,22.5,1,29,21.66666667,17,2,2,0,0,0,0,,1.038461538,-0.003153082,0.0032,50,3.4,3.2,0,0,1,0.2
"LINESTRING (139.6426368 35.4467583,139.6424904 35.4468498,139.6417107 35.4473108,139.6416345 35.4473544)",220,78,79,112.421,4.5,4.5,23.5,1,43,31.33333333,22,2,1,0,0,0,0,,0.75,0,0,,3.4,3.4,0,0,1,0.191489361702128
"LINESTRING (139.6416844 35.4474178,139.6416345 35.4473544)",221,78,655,8.374,4.5,0,22.7,1,0,0,0,0,0,0,0,1,0,,0,0,0,,3.4,3.4,1,0,0,0
"LINESTRING (139.6436821 35.4461415,139.6435971 35.4461974,139.6430725 35.4464887,139.6427654 35.4466617,139.6426368 35.4467583)",222,79,717,117.075,4.5,4.5,23.5,1,,0,,,1,0,0,0,0,,0,0.000854153,-0.0009,,3.4,3.5,0,0,1,0.191489361702128
"LINESTRING (139.6437408 35.4461134,139.6436821 35.4461415)",223,80,717,6.167,4.5,0,23.5,1,,0,,,1,0,0,1,0,,0,0,0,,3.5,3.5,1,0,0,0
"LINESTRING (139.644539 35.4456925,139.644474 35.4457261,139.6438263 35.4460687,139.6437408 35.4461134)",224,80,187,86.132,4.5,4.5,23.5,1,,0,,,1,0,0,0,0,,0,0.003483026,-0.0035,50,3.5,3.8,0,0,1,0.191489361702128
"LINESTRING (139.6400379 35.4494167,139.6396606 35.4489136)",225,81,84,65.556,5.5,5.5,17,1,41,36,31,2,2,0,0,0,0,,0.472222222,-0.012203307,0.0122,,3.5,2.7,0,0,1,0.323529411764706
"LINESTRING (139.6400379 35.4494167,139.6390322 35.4499024,139.6389804 35.4499275)",226,81,93,111.364,2.5,2.5,11,1,,0,,,1,0,0,0,0,,0,-0.00718365,0.0072,,3.5,2.7,0,0,1,0.227272727272727
"LINESTRING (139.6411288 35.4488948,139.6410759 35.448921,139.6400379 35.4494167)",227,81,243,114.598,2.5,2.5,11,1,,0,,,1,0,0,0,0,,0,-0.006980925,0.007,,3.5,2.7,0,0,1,0.227272727272727
